3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.297,25.5,0.4,1.1,-1.9,9.9,1.7,.253,Joe Johnson,3.1,2.9,5.3,17.3,1.3,11.8,6.4,.535,25.6,2.7,7.0,.100
.087,16.6,5.9,3.1,3.8,20.4,4.6,.414,Josh Smith,-0.7,6.6,1.2,19.0,2.3,15.5,13.5,.520,25.0,3.7,5.8,.097
.011,8.3,0.9,-1.6,-0.6,14.2,2.1,.446,Marvin Williams,-1.0,5.0,3.6,14.5,1.5,10.4,9.6,.540,20.1,0.3,5.7,.099
.007,7.9,2.2,-0.2,1.1,24.5,3.0,.317,Al Horford,-1.3,11.4,2.4,14.7,1.2,15.3,18.0,.539,16.0,1.2,5.5,.103
.105,8.5,1.4,2.4,0.0,10.2,1.5,.480,Josh Childress,2.5,9.0,6.0,17.8,1.6,12.4,9.6,.647,15.8,2.5,7.6,.160
.236,27.9,0.5,-2.3,-1.5,8.4,0.7,.120,Anthony Johnson,-0.8,1.8,1.1,12.0,2.0,15.1,5.1,.503,13.4,-0.1,1.8,.077
.455,32.9,0.1,-0.8,-2.6,10.4,0.6,.168,Mike Bibby,1.7,0.5,1.1,14.9,1.7,15.5,5.5,.526,21.5,0.3,1.7,.076
.012,6.0,1.0,-4.8,-1.2,19.5,0.9,.624,Zaza Pachulia,-3.6,11.0,0.2,11.0,1.3,18.1,15.3,.515,18.3,-0.7,1.1,.054
.143,20.4,0.0,-6.7,-2.6,6.0,0.4,.203,Acie Law,-4.1,1.6,-0.5,7.7,1.8,17.8,3.8,.455,16.5,-1.0,-0.1,-0.007
.352,17.5,0.0,-3.7,-3.8,6.6,0.2,.143,Tyronn Lue,0.1,1.9,0.8,12.7,1.0,9.6,4.2,.542,18.5,-0.2,1.0,.081
.010,4.0,2.0,-5.1,-0.5,20.5,0.5,.510,Shelden Williams,-4.6,9.6,0.0,9.8,1.7,10.3,15.1,.445,14.9,-0.3,0.5,.060
.472,11.9,0.9,-6.2,-5.0,5.8,0.1,.278,Salim Stoudamire,-1.2,1.2,0.1,11.1,0.9,9.4,3.5,.495,25.2,-0.4,0.3,.031
.082,7.2,1.1,-1.9,0.0,9.5,0.2,.531,Mario West,-1.9,11.3,0.2,8.6,2.4,13.0,10.4,.488,11.7,0.0,0.5,.082
.000,2.8,1.5,-6.1,0.4,23.5,0.2,.353,Lorenzen Wright,-6.5,5.5,-0.1,3.7,1.1,9.2,14.6,.331,6.6,-0.2,0.1,.028
.067,0.0,2.6,-11.5,-4.3,18.4,0.1,.667,Solomon Jones,-7.3,15.3,-0.1,6.8,1.1,22.1,16.9,.451,15.6,-0.3,0.0,.000
.387,0.0,0.0,-11.0,-5.4,7.9,0.0,.000,Jeremy Richardson,-5.6,1.3,-0.1,5.8,1.2,13.9,4.6,.500,18.6,-0.2,-0.1,-0.037
.160,15.0,0.5,0.0,-2.0,9.0,1.5,.511,Richard Jefferson,2.0,3.4,6.1,17.4,1.2,10.9,6.2,.571,26.1,1.6,7.6,.114
.212,25.2,0.9,3.0,-0.3,13.4,2.2,.333,Vince Carter,3.3,4.4,5.5,18.8,1.6,10.9,8.9,.550,25.6,3.8,7.7,.126
.430,45.5,0.6,1.5,1.0,21.7,2.1,.202,Jason Kidd,0.5,3.5,0.4,15.7,2.0,23.6,12.6,.483,18.9,1.7,2.5,.064
.000,5.3,2.7,-1.2,0.6,20.8,1.8,.500,Josh Boone,-1.8,12.5,1.9,14.8,1.1,11.4,16.6,.543,15.4,0.3,3.7,.100
.430,9.3,1.0,-2.4,-1.7,14.3,1.2,.322,Bostjan Nachbar,-0.7,3.9,1.0,12.4,1.4,10.9,9.1,.531,21.5,-0.2,2.2,.064
.000,3.7,6.5,-1.6,2.1,18.8,1.7,.436,Sean Williams,-3.6,10.4,0.8,13.9,1.1,16.1,14.6,.563,15.5,0.1,2.5,.093
.352,10.4,1.3,-2.8,-0.4,9.9,0.6,.202,Antoine Wright,-2.4,3.8,-0.1,8.3,1.3,11.1,6.9,.477,15.2,-0.2,0.5,.025
.485,27.8,0.3,-3.9,-2.3,11.8,0.5,.160,Marcus Williams,-1.6,1.9,-0.4,11.0,1.5,19.3,6.9,.499,20.8,-0.4,0.2,.009
.317,34.7,0.7,0.1,-1.6,9.8,0.6,.343,Devin Harris,1.7,1.5,1.1,16.7,2.1,16.2,5.7,.548,23.0,0.5,1.7,.096
.007,5.8,1.6,-8.5,-1.7,23.6,0.7,.230,Nenad Krstic,-6.9,5.0,-0.9,8.5,0.6,11.0,14.3,.451,20.9,-1.3,-0.1,-0.007
.008,6.8,2.1,-5.1,-0.9,13.1,0.5,.050,Malik Allen,-4.3,6.4,-0.2,10.1,1.0,10.7,9.7,.489,17.9,-0.6,0.4,.023
.000,4.0,0.9,-4.8,0.5,9.2,0.3,.667,Jason Collins,-5.3,5.9,-0.3,2.0,0.8,24.8,7.5,.430,6.2,-0.5,0.0,-0.002
.627,20.5,0.3,-3.0,-0.4,10.6,0.5,.273,Darrell Armstrong,-2.6,3.6,-0.2,8.7,2.7,25.0,7.1,.499,13.7,-0.1,0.3,.024
.000,5.3,4.9,-2.4,2.1,21.1,0.5,.462,DeSagana Diop,-4.6,14.1,0.0,10.4,0.8,17.0,17.6,.435,10.8,0.0,0.5,.058
.091,7.4,0.5,-6.6,-0.8,11.2,0.1,.145,Trenton Hassell,-5.9,3.4,-0.2,3.5,0.7,12.0,7.3,.402,9.8,-0.4,-0.1,-0.009
.000,2.3,4.7,-5.7,-0.4,20.5,0.3,.318,Stromile Swift,-5.3,7.1,0.1,12.7,0.9,10.7,13.7,.523,17.4,-0.3,0.5,.074
.000,4.1,3.0,-11.2,-0.3,28.2,0.3,.633,Jamaal Magloire,-10.9,8.0,-0.8,1.7,0.0,26.9,18.1,.351,15.1,-0.6,-0.5,-0.096
.483,22.0,1.0,-1.6,0.3,16.4,0.2,.310,Eddie Gill,-1.9,0.8,0.1,11.9,2.5,19.5,8.6,.576,12.6,0.0,0.3,.101
.289,8.4,0.0,-9.8,-5.4,7.9,0.0,.158,Maurice Ager,-4.4,3.9,-0.1,7.1,0.0,6.9,5.9,.443,22.7,-0.2,-0.1,-0.056
1.000,0.0,0.0,-20.8,-8.3,0.0,0.0,.667,Billy Thomas,-12.6,0.0,-0.1,-10.3,0.0,20.5,0.0,.258,27.9,0.0,-0.1,-0.389
.332,21.8,1.0,4.7,1.5,14.0,5.7,.442,Paul Pierce,3.3,2.3,6.7,19.6,1.9,14.4,8.5,.599,24.8,4.9,12.4,.207
.458,14.6,0.5,3.1,-0.1,8.3,4.1,.240,Ray Allen,3.2,3.6,5.6,16.4,1.3,10.4,6.1,.584,21.6,3.4,9.7,.177
.011,19.9,3.1,7.4,4.7,25.1,6.2,.339,Kevin Garnett,2.7,7.3,6.6,25.3,2.3,10.8,16.8,.588,25.5,5.5,12.9,.265
.027,28.2,0.5,2.6,2.7,11.9,4.9,.245,Rajon Rondo,-0.1,4.3,2.3,15.6,3.0,15.7,8.3,.515,18.9,2.7,7.2,.150
.003,6.8,4.9,2.6,4.3,19.3,4.3,.526,Kendrick Perkins,-1.7,9.6,1.9,13.3,0.9,22.6,14.8,.632,13.5,2.2,6.2,.156
.674,9.5,0.9,2.9,2.4,18.0,4.0,.278,James Posey,0.5,2.1,2.2,12.0,2.1,12.3,10.5,.587,13.5,2.3,6.2,.164
.561,16.9,0.6,0.8,0.3,11.2,2.8,.068,Eddie House,0.5,1.6,1.1,13.0,2.1,12.2,6.7,.534,19.6,1.1,3.9,.127
.147,13.1,1.3,-1.4,1.8,11.0,2.8,.465,Tony Allen,-3.2,3.1,-0.1,10.7,2.4,18.9,7.3,.527,19.6,0.2,2.7,.093
.000,4.6,1.7,-1.6,1.1,13.5,1.9,.679,Glen Davis,-2.7,12.8,0.6,11.3,1.7,18.5,13.2,.545,17.4,0.1,2.5,.128
.004,3.3,1.6,-0.9,-1.5,18.3,1.6,.717,Leon Powe,0.6,14.9,2.7,20.9,1.0,10.8,16.7,.629,22.8,0.2,4.3,.256
.489,11.2,1.3,-2.4,1.4,12.5,0.9,.213,Brian Scalabrine,-3.8,5.4,-0.3,5.1,0.9,20.2,9.2,.428,11.7,-0.1,0.6,.057
.169,19.9,0.8,-4.0,-0.6,9.8,0.5,.192,Sam Cassell,-3.4,2.1,-0.1,11.0,1.6,11.9,6.2,.461,24.9,-0.1,0.4,.061
.024,6.9,3.1,-0.5,3.0,21.0,0.5,.390,P.J. Brown,-3.5,17.6,0.0,10.2,1.3,17.2,19.4,.406,12.9,0.1,0.5,.116
.000,2.5,2.9,-1.0,1.5,14.9,0.3,.957,Scot Pollard,-2.5,10.2,0.3,8.7,0.9,13.3,12.7,.597,10.1,0.0,0.6,.171
.308,22.5,0.0,-4.8,-0.8,8.3,0.2,.051,Gabe Pruitt,-4.1,1.3,-0.1,8.3,2.8,11.1,5.0,.401,22.0,-0.1,0.1,.028
.408,15.2,1.4,2.8,-0.7,13.3,2.6,.225,Jason Richardson,3.5,2.9,4.8,18.4,1.9,9.3,8.0,.554,25.9,3.8,7.4,.113
.201,32.4,0.3,-2.1,-1.9,7.7,1.4,.326,Raymond Felton,-0.2,1.4,2.0,13.8,1.7,15.7,4.6,.500,20.8,-0.1,3.4,.054
.000,4.5,3.9,-1.3,0.9,26.4,3.6,.435,Emeka Okafor,-2.3,10.7,2.2,17.4,1.2,13.8,18.5,.553,20.0,0.4,5.8,.103
.243,15.9,1.9,2.3,1.4,15.3,2.8,.471,Gerald Wallace,0.9,2.8,1.8,17.5,2.9,14.1,9.0,.547,24.6,2.6,4.6,.094
.409,5.8,0.7,-2.2,-1.5,11.1,1.0,.234,Matt Carroll,-0.7,1.9,1.9,10.7,1.2,8.2,6.4,.554,16.1,-0.1,3.0,.071
.000,8.1,2.8,-0.7,0.7,20.8,1.6,.284,Nazr Mohammed,-1.3,13.3,1.3,16.2,1.4,14.6,17.0,.540,19.9,0.5,2.8,.096
.076,23.4,0.2,-6.1,-1.9,6.6,0.3,.120,Jeff McInnis,-4.1,1.3,-0.2,6.5,0.9,22.5,3.9,.461,11.0,-1.4,0.1,.002
.118,9.3,0.5,-0.3,0.2,13.8,1.1,.339,Jared Dudley,-0.5,10.0,1.8,13.6,2.1,11.1,11.9,.528,14.9,0.6,2.9,.100
.256,26.0,0.0,-7.1,-3.9,5.0,0.1,.343,Earl Boykins,-3.2,1.8,-0.1,10.0,1.2,17.2,3.4,.467,19.0,-0.7,0.0,.001
.000,4.0,4.3,-2.2,0.6,11.7,0.4,.872,Ryan Hollins,-2.7,11.4,0.6,11.4,1.0,16.1,11.6,.565,13.3,0.0,1.1,.096
.416,17.8,0.2,-3.7,-1.8,12.6,0.3,.304,Derek Anderson,-1.9,2.6,0.0,10.0,1.6,15.0,7.5,.497,19.3,-0.2,0.3,.032
.000,6.9,3.5,-7.0,-0.9,14.7,0.3,.224,Jermareo Davidson,-6.0,7.5,-0.4,9.8,1.1,11.0,11.1,.437,21.9,-0.4,-0.1,-0.012
.000,3.3,0.9,-8.2,-1.1,13.0,0.1,.116,Primoz Brezec,-7.1,6.0,-0.4,1.5,0.0,24.9,9.5,.409,10.3,-0.4,-0.3,-0.054
.400,3.8,0.0,-5.8,-3.7,17.3,0.1,.154,Walter Herrmann,-2.1,6.6,0.1,12.1,1.2,5.4,11.9,.490,19.3,-0.2,0.2,.061
.000,3.8,1.8,-9.0,-1.8,21.6,0.1,.381,Othella Harrington,-7.2,7.6,-0.2,5.8,0.3,18.3,14.5,.469,16.6,-0.3,0.0,-0.010
.301,30.9,0.6,-0.8,-0.9,10.6,2.1,.178,Kirk Hinrich,0.1,1.3,1.5,13.1,1.9,15.4,5.8,.501,18.9,0.7,3.6,.072
.324,16.9,0.3,-0.1,-2.5,9.2,1.4,.274,Ben Gordon,2.4,1.9,3.6,16.4,1.2,11.1,5.4,.558,26.0,1.1,5.1,.106
.025,13.2,1.1,0.1,-0.1,14.2,1.9,.296,Luol Deng,0.2,7.0,2.4,17.0,1.4,10.6,10.4,.528,23.6,1.1,4.4,.098
.395,8.3,1.7,-2.4,-2.1,17.0,1.8,.277,Andres Nocioni,-0.3,2.6,1.5,13.6,0.6,11.9,9.5,.549,24.5,-0.2,3.3,.077
.015,8.2,3.8,2.1,4.7,19.1,2.5,.461,Ben Wallace,-2.5,11.7,0.0,11.8,2.2,13.1,15.3,.391,10.2,1.7,2.4,.072
.003,8.6,3.3,1.6,2.8,18.4,2.3,.529,Joakim Noah,-1.2,12.4,1.5,15.5,2.3,16.4,15.3,.539,15.6,1.4,3.8,.120
.451,26.5,0.1,-2.9,-1.9,7.6,1.0,.233,Chris Duhon,-0.9,1.4,1.3,11.1,1.7,15.8,4.4,.508,13.4,-0.3,2.3,.075
.209,14.3,1.6,-1.3,1.3,16.7,1.8,.247,Thabo Sefolosha,-2.6,3.8,-0.3,11.4,2.2,16.6,10.0,.497,17.3,0.3,1.5,.050
.014,11.0,4.2,-0.7,2.4,21.1,2.1,.395,Tyrus Thomas,-3.1,8.4,0.4,14.6,1.9,13.0,14.5,.486,19.7,0.5,2.4,.088
.002,7.4,2.1,-2.0,-0.9,16.0,1.1,.280,Joe Smith,-1.1,10.3,1.5,16.8,1.1,8.3,13.0,.515,22.8,0.0,2.6,.109
.211,17.9,0.6,-1.9,-0.3,10.8,0.8,.248,Larry Hughes,-1.5,1.6,-0.1,12.4,2.5,10.9,6.1,.469,22.0,0.0,0.7,.043
.005,11.4,2.0,-2.0,0.4,18.7,0.8,.485,Aaron Gray,-2.4,12.5,0.1,13.9,1.8,18.7,15.5,.529,22.0,0.0,0.8,.066
.014,9.7,3.2,0.0,1.1,22.8,0.8,.295,Drew Gooden,-1.2,11.3,0.6,17.4,1.2,11.2,16.9,.514,21.9,0.3,1.3,.114
.000,15.3,0.4,-3.4,0.8,9.5,0.2,.117,Adrian Griffin,-4.3,9.3,-0.3,8.5,2.8,20.2,9.4,.404,15.8,-0.1,0.0,-0.009
.032,11.9,0.0,-4.2,0.3,15.6,0.1,.452,Viktor Khryapa,-4.5,6.2,-0.1,9.7,2.9,13.9,10.7,.431,18.2,-0.1,0.0,.020
.522,4.0,0.0,-10.7,-6.6,2.6,0.0,.087,Thomas Gardner,-4.1,7.3,-0.1,4.4,0.0,14.3,5.0,.440,27.4,-0.1,-0.1,-0.128
.667,5.7,7.8,-6.8,-1.2,15.6,0.0,.000,Demetris Nichols,-5.6,0.0,-0.1,7.0,0.0,11.8,7.5,.433,25.1,0.0,0.0,-0.056
.067,0.0,7.1,-29.0,-4.7,5.3,0.0,.400,Shannon Brown,-24.3,5.0,-0.3,-11.8,2.3,22.1,5.1,.255,45.5,-0.2,-0.3,-0.592
.000,0.0,0.0,-24.7,-7.1,12.3,0.0,.250,Cedric Simmons,-17.6,5.7,-0.2,-8.7,0.0,18.4,8.9,.225,25.3,-0.1,-0.1,-0.362
.219,37.3,2.1,11.2,2.3,17.8,4.6,.470,LeBron James,9.0,4.9,10.7,29.1,2.4,11.4,11.1,.568,33.5,10.1,15.2,.242
.001,8.5,4.3,-0.1,1.2,22.2,3.2,.276,Zydrunas Ilgauskas,-1.3,13.1,2.9,18.7,0.8,12.0,17.5,.522,22.9,1.1,6.1,.131
.576,13.1,0.6,0.0,-1.1,6.9,1.4,.226,Daniel Gibson,1.0,1.9,2.7,11.7,1.4,12.9,4.3,.592,15.1,0.9,4.1,.111
.275,16.1,0.3,-2.2,-0.4,13.2,1.7,.267,Devin Brown,-1.8,4.1,0.6,11.3,1.6,14.3,8.5,.494,17.8,-0.1,2.4,.064
.006,5.4,1.5,-4.2,0.0,23.0,2.1,.289,Drew Gooden,-4.2,8.3,-0.1,12.5,1.2,13.4,15.4,.487,19.7,-0.9,2.0,.060
.760,15.1,0.1,-2.2,-3.1,5.9,0.7,.077,Damon Jones,0.9,0.4,2.4,11.3,0.8,8.8,3.1,.582,14.0,-0.1,3.0,.108
.007,6.3,1.6,-1.6,1.6,23.6,1.9,.278,Anderson Varejao,-3.2,11.2,0.5,12.0,1.5,15.1,17.2,.485,13.4,0.1,2.4,.086
.264,13.1,0.7,-2.3,-0.1,11.3,1.5,.226,Larry Hughes,-2.2,2.5,-0.4,11.6,2.6,12.0,6.7,.467,22.4,-0.1,1.1,.042
.283,11.2,0.4,-5.1,-1.4,9.2,0.9,.191,Sasha Pavlovic,-3.6,3.3,-0.8,7.2,1.3,11.2,6.1,.434,18.8,-0.9,0.2,.006
.351,23.3,1.9,0.3,0.6,11.5,0.9,.231,Delonte West,-0.3,2.5,0.8,14.1,1.9,17.1,6.9,.541,16.8,0.5,1.7,.104
.285,3.4,0.8,-3.1,-0.1,13.2,0.8,.165,Ira Newble,-3.0,7.0,0.1,10.0,2.2,15.5,10.0,.522,14.0,-0.2,0.9,.067
.012,5.6,2.2,-2.1,-0.5,16.4,0.6,.406,Joe Smith,-1.7,10.5,0.9,14.9,0.8,9.9,13.4,.547,17.4,0.0,1.5,.128
.000,3.3,5.0,-0.1,3.8,21.2,1.0,.543,Ben Wallace,-3.8,11.3,0.2,12.4,1.8,15.2,16.1,.463,9.3,0.3,1.2,.097
.249,10.4,1.0,-4.7,-1.5,13.3,0.5,.196,Wally Szczerbiak,-3.2,3.6,0.0,10.3,0.9,8.1,8.3,.451,20.2,-0.4,0.5,.044
.021,3.1,4.2,-1.2,1.6,17.7,0.7,1.234,Dwayne Jones,-2.9,16.2,0.5,11.1,1.1,19.0,16.9,.538,8.6,0.1,1.2,.121
.053,19.1,1.0,-7.4,-0.2,6.2,0.3,.579,Eric Snow,-7.2,1.4,-0.4,3.1,1.7,17.3,3.7,.231,8.6,-0.4,-0.1,-0.021
.261,14.1,0.4,-7.6,-2.9,7.0,0.2,.207,Shannon Brown,-4.7,2.5,-0.5,8.1,2.4,13.6,4.7,.433,29.2,-0.3,-0.2,-0.052
.523,4.9,4.5,-4.1,0.2,15.8,0.2,.205,Donyell Marshall,-4.3,6.4,-0.1,8.4,0.7,11.1,11.0,.427,15.7,-0.1,0.1,.039
.000,0.0,5.8,-9.3,1.6,17.3,0.1,1.333,Cedric Simmons,-10.9,8.1,-0.2,2.4,1.6,29.6,12.6,.210,9.0,-0.1,-0.1,-0.070
.929,0.0,0.0,-11.8,-5.6,6.9,0.0,.000,Billy Thomas,-6.2,0.0,-0.1,0.1,1.6,17.6,3.4,.429,22.7,-0.1,-0.1,-0.112
.375,0.0,0.0,-31.6,-8.3,8.4,0.0,.000,Demetris Nichols,-23.3,0.0,-0.2,-20.8,0.0,20.0,4.1,.125,32.4,-0.1,-0.2,-0.615
.000,12.7,6.6,-6.6,1.0,9.8,0.0,.000,Kaniel Dickens,-7.6,0.0,0.0,6.6,0.0,0.0,4.7,.333,11.3,0.0,0.0,.023
.000,0.0,0.0,-19.7,-7.1,11.8,0.0,.500,Lance Allred,-12.6,0.0,0.0,-1.0,0.0,0.0,5.7,.307,22.1,0.0,0.0,-0.125
.167,17.8,1.9,5.2,0.9,22.8,4.0,.414,Dirk Nowitzki,4.2,4.1,8.9,24.6,1.0,9.3,13.8,.585,28.8,5.0,12.9,.223
.168,10.6,0.9,0.8,-0.5,16.7,3.2,.308,Josh Howard,1.3,5.2,4.8,18.3,1.1,7.5,11.2,.534,25.9,1.9,8.0,.140
.360,17.5,0.5,2.7,-1.0,7.7,2.5,.221,Jason Terry,3.7,1.4,6.1,17.8,1.8,7.7,4.7,.574,21.7,3.1,8.6,.160
.000,5.4,4.4,3.4,3.1,21.2,2.8,.527,Erick Dampier,0.4,14.1,3.3,15.3,0.7,19.0,17.8,.645,11.2,2.4,6.0,.165
.008,6.1,2.3,-1.0,0.0,16.3,1.9,.400,Brandon Bass,-1.0,9.2,2.4,15.9,0.8,12.4,12.9,.564,19.8,0.4,4.3,.132
.350,16.7,0.5,-1.3,-1.7,7.9,1.1,.281,Jerry Stackhouse,0.4,2.8,1.2,13.3,1.1,12.7,5.4,.523,22.4,0.2,2.3,.077
.181,28.6,0.1,1.7,-0.9,7.0,1.3,.506,Devin Harris,2.5,1.7,2.6,18.0,2.5,16.4,4.4,.592,22.3,1.1,3.9,.158
.311,41.1,0.8,5.1,2.6,16.8,1.7,.221,Jason Kidd,2.4,4.3,1.6,18.4,3.3,23.2,10.7,.536,16.1,1.8,3.3,.157
.644,10.8,0.6,-0.3,1.1,13.8,1.0,.078,Eddie Jones,-1.3,2.3,0.1,7.6,1.5,13.5,8.3,.473,10.9,0.4,1.1,.058
.000,4.2,5.2,2.7,3.8,19.9,1.5,.348,DeSagana Diop,-1.1,14.8,1.0,13.4,1.2,24.1,17.5,.596,9.1,1.1,2.6,.137
.329,6.3,1.2,-2.9,0.3,14.9,1.0,.164,Devean George,-3.2,4.1,-0.3,7.0,1.2,9.8,9.6,.437,14.0,-0.2,0.7,.039
.050,8.2,0.2,-3.4,0.1,8.0,0.4,.025,Trenton Hassell,-3.5,2.8,-0.1,4.7,1.0,14.8,5.5,.470,9.6,-0.2,0.3,.031
.318,20.6,0.2,-3.2,-1.8,10.5,0.5,.206,J.J. Barea,-1.5,1.0,0.0,11.7,1.6,15.9,5.9,.515,22.3,-0.1,0.5,.052
.000,6.9,0.4,-4.9,0.5,19.0,0.4,.219,Juwan Howard,-5.4,7.1,-0.3,4.1,0.8,19.5,13.3,.406,11.5,-0.3,0.1,.016
.000,6.7,2.2,-1.1,1.0,14.8,0.4,.182,Malik Allen,-2.2,8.6,0.3,9.1,0.6,15.4,11.8,.540,11.8,0.1,0.7,.096
.214,11.4,1.7,-2.6,-0.3,10.8,0.2,.214,Antoine Wright,-2.4,3.4,0.0,9.0,0.6,19.3,7.2,.566,15.1,0.0,0.2,.056
.298,14.3,0.4,-4.2,-3.1,8.5,0.1,.070,Tyronn Lue,-1.1,0.0,0.2,9.2,0.0,7.8,4.4,.545,17.3,-0.1,0.3,.078
.296,7.4,1.0,-13.1,-3.5,4.4,0.0,.222,Maurice Ager,-9.6,1.6,-0.3,-4.4,0.0,9.2,3.0,.253,19.8,-0.2,-0.3,-0.181
.000,0.0,0.0,-22.0,-5.3,29.0,0.0,2.167,Jamaal Magloire,-16.8,4.4,-0.2,-1.9,2.0,37.4,17.1,.512,32.3,-0.1,-0.1,-0.234
.000,0.0,0.0,-17.5,-9.4,24.9,0.0,.000,Nick Fazekas,-8.1,13.3,0.0,13.8,0.0,0.0,19.3,.400,25.9,0.0,0.0,.021
.177,27.4,0.2,1.6,-1.9,6.1,2.8,.512,Allen Iverson,3.5,1.5,8.9,20.9,2.2,11.4,3.8,.567,26.7,3.1,11.6,.163
.111,16.1,1.0,1.6,-0.6,14.9,3.0,.398,Carmelo Anthony,2.2,7.0,5.2,21.1,1.7,12.7,11.0,.568,30.2,2.6,8.2,.140
