age,guaranteed,name,signedUsing,team,y1,y2,y2option,y3,y3option,y4,y4option,y5,y5option,y6,y6option
21,$2416291,Ignas Brazdeikis,Minimum Salary,New York Knicks,$898310,$1517981,None,$1782621,Team,,None,,None,,None
22, ,Kenny Wooten,Two-Way Contract,New York Knicks, ,,None,,None,,None,,None,,None
27, ,Kadeem Allen,Two-Way Contract,New York Knicks, ,,None,,None,,None,,None,,None
35,$19294998,Joakim Noah,,New York Knicks,$6431666,$6431666,None,$6431666,None,,None,,None,,None
35,$79865296,Chris Paul,Bird Rights,Oklahoma City Thunder,$38506482,$41358814,None,$44211146,Player,,None,,None,,None
26,$53370787,Steven Adams,1st Round Pick,Oklahoma City Thunder,$25842697,$27528090,None,,None,,None,,None,,None
31,$22615559,Danilo Gallinari,Sign and Trade,Oklahoma City Thunder,$22615559,,None,,None,,None,,None,,None
26,$31000000,Dennis Schr�der,1st Round Pick,Oklahoma City Thunder,$15500000,$15500000,None,,None,,None,,None,,None
28,$10740741,Andre Roberson,Bird Rights,Oklahoma City Thunder,$10740741,,None,,None,,None,,None,,None
21,$8094240,Shai Gilgeous-Alexander,1st Round Pick,Oklahoma City Thunder,$3952920,$4141320,None,$5495532,Team,,None,,None,,None
22,$6419853,Terrance Ferguson,1st Round Pick,Oklahoma City Thunder,$2475840,$3944013,None,,None,,None,,None,,None
19,$4683960,Darius Bazley,1st Round Pick,Oklahoma City Thunder,$2284800,$2399160,None,$2513040,Team,$4264629,Team,,None,,None
26,$2028594,Nerlens Noel,Minimum Salary,Oklahoma City Thunder,$2028594,,None,,None,,None,,None,,None
28,$2028594,Mike Muscala,Minimum Salary,Oklahoma City Thunder,$2028594,$2283034,Player,,None,,None,,None,,None
26,$1618520,Abdel Nader,Cap Space,Oklahoma City Thunder,$1618520,$1752950,Team,,None,,None,,None,,None
22,$3017981,Isaiah Roby,MLE,Oklahoma City Thunder,$1500000,$1517981,None,$1782621,None,$1930681,Team,,None,,None
21,$1416852,Hamidou Diallo,MLE,Oklahoma City Thunder,$1416852,$1663861,Team,,None,,None,,None,,None
26,$1416852,Deonte Burton,Minimum Salary,Oklahoma City Thunder,$1416852,$1663861,Team,,None,,None,,None,,None
23, ,Kevin Hervey,Two-Way Contract,Oklahoma City Thunder, ,,None,,None,,None,,None,,None
21, ,Luguentz Dort,Two-Way Contract,Oklahoma City Thunder, ,,None,,None,,None,,None,,None
32,$3996800,Kyle Singler,,Oklahoma City Thunder,$999200,$999200,None,$999200,None,$999200,None,,None,,None
31,$2211200,Patrick Patterson,,Oklahoma City Thunder,$737067,$737067,None,$737066,None,,None,,None,,None
29,$100000000,Nikola Vučević,Bird Rights,Orlando Magic,$28000000,$26000000,None,$24000000,None,$22000000,None,,None,,None
24,$54409091,Aaron Gordon,Bird Rights,Orlando Magic,$19863636,$18136364,None,$16409091,None,,None,,None,,None
27,$17000000,Evan Fournier,Cap Space,Orlando Magic,$17000000,$17000000,Player,,None,,None,,None,,None
29,$50000000,Terrence Ross,Bird Rights,Orlando Magic,$12500000,$13500000,None,$12500000,None,$11500000,None,,None,,None
22,$22033897,Markelle Fultz,1st Round Pick,Orlando Magic,$9745200,$12288697,None,,None,,None,,None,,None
29,$29162700,Al-Farouq Aminu,MLE,Orlando Magic,$9258000,$9720900,None,$10183800,None,,None,,None,,None
32,$7250000,D.J. Augustin,Cap Space,Orlando Magic,$7250000,,None,,None,,None,,None,,None
22,$13169006,Jonathan Isaac,1st Round Pick,Orlando Magic,$5806440,$7362566,None,,None,,None,,None,,None
22,$11666640,Mohamed Bamba,1st Round Pick,Orlando Magic,$5697600,$5969040,None,$7568742,Team,,None,,None,,None
27,$6000000,Khem Birch,Early Bird Rights,Orlando Magic,$3000000,$3000000,None,,None,,None,,None,,None
28,$2028594,Michael Carter-Williams,Minimum Salary,Orlando Magic,$2028594,,None,,None,,None,,None,,None
29,$1882867,James Ennis,Minimum Salary,Orlando Magic,$1882867,$2071978,Player,,None,,None,,None,,None
25,$1618520,Wesley Iwundu,Cap Space,Orlando Magic,$1618520,,None,,None,,None,,None,,None
23,$1416852,Melvin Frazier,MLE,Orlando Magic,$1416852,$1663861,Team,,None,,None,,None,,None
25,$555409,Gary Clark,Minimum Salary,Orlando Magic,$555409,,None,,None,,None,,None,,None
24, ,Vic Law,Two-Way Contract,Orlando Magic, ,,None,,None,,None,,None,,None
24, ,B.J. Johnson,Two-Way Contract,Orlando Magic, ,,None,,None,,None,,None,,None
33,$16720000,Timofey Mozgov,,Orlando Magic,$5573333,$5573333,None,$5573334,None,,None,,None,,None
27,$1445697,Amile Jefferson,,Orlando Magic,$1445697,,None,,None,,None,,None,,None
36,$333333,C.J. Watson,,Orlando Magic,$333333,,None,,None,,None,,None,,None
25,$163356,Gary Clark,,Orlando Magic,$163356,,None,,None,,None,,None,,None
30,$81678,Josh Magette,,Orlando Magic,$81678,,None,,None,,None,,None,,None
27,$180000000,Tobias Harris,Bird Rights,Philadelphia 76ers,$31034483,$33517241,None,$36000000,None,$38482759,None,$40965517,None,,None
34,$97000000,Al Horford,Cap Space,Philadelphia 76ers,$28000000,$27500000,None,$27000000,None,$26500000,None,,None,,None
26,$122242800,Joel Embiid,1st Round Pick,Philadelphia 76ers,$27504630,$29542010,None,$31579390,None,$33616770,None,,None,,None
26,$20900000,Josh Richardson,Minimum Salary,Philadelphia 76ers,$10100000,$10800000,None,$11600000,Player,,None,,None,,None
23,$177763930,Ben Simmons,1st Round pick,Philadelphia 76ers,$8113930,$29250000,None,$31590000,None,$33930000,None,$36270000,None,$38610000,None
31,$9772350,Mike Scott,Room Exception,Philadelphia 76ers,$4767000,$5005350,None,,None,,None,,None,,None
21,$6263400,Zhaire Smith,1st Round Pick,Philadelphia 76ers,$3058800,$3204600,None,$4915856,Team,,None,,None,,None
23,$5293440,Matisse Thybulle,1st Round Pick,Philadelphia 76ers,$2582160,$2711280,None,$2840160,Team,$4379527,Team,,None,,None
28,$2320044,Alec Burks,Minimum Salary,Philadelphia 76ers,$2320044,,None,,None,,None,,None,,None
30,$2028594,Kyle O'Quinn,Minimum Salary,Philadelphia 76ers,$2028594,,None,,None,,None,,None,,None
26,$1882867,Glenn Robinson,Minimum Salary,Philadelphia 76ers,$1882867,$2071978,Player,,None,,None,,None,,None
28,$1737145,Raul Neto,Minimum Salary,Philadelphia 76ers,$1737145,,None,,None,,None,,None,,None
22,$1620564,Furkan Korkmaz,Minimum Salary,Philadelphia 76ers,$1620564,$1762796,None,,None,,None,,None,,None
23,$4994028,Shake Milton,Cap Space,Philadelphia 76ers,$1445697,$1701593,None,$1846738,None,$1997718,Team,,None,,None
27,$350189,Norvel Pelle,Minimum Salary,Philadelphia 76ers,$350189,,None,,None,,None,,None,,None
24, ,Marial Shayok,Two-Way Contract,Philadelphia 76ers, ,,None,,None,,None,,None,,None
27,$2028594,Trey Burke,,Philadelphia 76ers,$2028594,,None,,None,,None,,None,,None
24,$1698450,Jonah Bolden,,Philadelphia 76ers,$1698450,,None,,None,,None,,None,,None
23,$158050000,Devin Booker,1st round pick,Phoenix Suns,$27250000,$29430000,None,$31610000,None,$33790000,None,$35970000,None,,None
29,$51000000,Ricky Rubio,Cap Space,Phoenix Suns,$16190476,$17000000,None,$17809524,None,,None,,None,,None
24,$30000000,Kelly Oubre,Bird Rights,Phoenix Suns,$15625000,$14375000,None,,None,,None,,None,,None
21,$19581120,Deandre Ayton,1st Round Pick,Phoenix Suns,$9562920,$10018200,None,$12632950,Team,,None,,None,,None
33,$5453280,Aron Baynes,Non-Bird Exception,Phoenix Suns,$5453280,,None,,None,,None,,None,,None
27,$9772350,Frank Kaminsky,Room Exception,Phoenix Suns,$4767000,$5005350,None,,None,,None,,None,,None
23,$8520000,Mikal Bridges,1st Round Pick,Phoenix Suns,$4161000,$4359000,None,$5557725,Team,,None,,None,,None
24,$8268600,Cameron Johnson,1st Round Pick,Phoenix Suns,$4033440,$4235160,None,$4437000,Team,$5887899,Team,,None,,None
26,$3481986,Dario Šarić,1st Round pick,Phoenix Suns,$3481986,,None,,None,,None,,None,,None
22,$4496520,Ty Jerome,1st Round Pick,Phoenix Suns,$2193480,$2303040,None,$2412840,Team,$4220057,Team,,None,,None
23,$1678854,Cheick Diallo,Minimum Salary,Phoenix Suns,$1678854,$1824003,Team,,None,,None,,None,,None
22,$1416852,Elie Okobo,Cap Space,Phoenix Suns,$1416852,$1663861,None,$1802057,Team,,None,,None,,None
24,$1416852,Jevon Carter,MInimum Salary,Phoenix Suns,$1416852,,None,,None,,None,,None,,None
19,$2416291,Jalen Lecque,Cap Space,Phoenix Suns,$898310,$1517981,None,$1782621,None,$1930681,Team,,None,,None
24, ,Tariq Owens,Two-Way Contract,Phoenix Suns, ,,None,,None,,None,,None,,None
28,$19245370,Tyler Johnson,,Phoenix Suns,$19245370,,None,,None,,None,,None,,None
39,$3440000,Kyle Korver,,Phoenix Suns,$3440000,,None,,None,,None,,None,,None
24,$81678,Jonah Bolden,,Phoenix Suns,$81678,,None,,None,,None,,None,,None
29,$257429274,Damian Lillard,1st Round Pick,Portland Trail Blazers,$29802321,$31626953,None,$43750000,None,$47250000,None,$50750000,None,$54250000,None
28,$156911111,CJ McCollum,1st Round Pick,Portland Trail Blazers,$27556959,$29354152,None,$30864198,None,$33333333,None,$35802469,None,,None
30,$27093018,Hassan Whiteside,Cap Space,Portland Trail Blazers,$27093018,,None,,None,,None,,None,,None
34,$14000000,Trevor Ariza,Cap Space,Portland Trail Blazers,$12200000,$12800000,None,,None,,None,,None,,None
25,$28000000,Jusuf Nurkić,Bird Rights,Portland Trail Blazers,$12000000,$12000000,None,$12000000,None,,None,,None,,None
27,$5718000,Rodney Hood,MLE,Portland Trail Blazers,$5718000,$6003900,Player,,None,,None,,None,,None
22,$9646455,Zach Collins,1st Round Pick,Portland Trail Blazers,$4240200,$5406255,None,,None,,None,,None,,None
36,$2159029,Carmelo Anthony,Minimum Salary,Portland Trail Blazers,$2159029,,None,,None,,None,,None,,None
20,$4401600,Anfernee Simons,1st Round Pick,Portland Trail Blazers,$2149560,$2252040,None,$3938818,Team,,None,,None,,None
20,$4316160,Nassir Little,1st Round Pick,Portland Trail Blazers,$2105520,$2210640,None,$2316240,Team,$4171548,Team,,None,,None
23,$2033160,Caleb Swanigan,1st Round Pick,Portland Trail Blazers,$2033160,,None,,None,,None,,None,,None
25,$3620012,Mario Hezonja,Minimum Salary,Portland Trail Blazers,$1737145,$1882867,None,,None,,None,,None,,None
21,$3080713,Gary Trent,MLE,Portland Trail Blazers,$1416852,$1663861,None,,None,,None,,None,,None
23,$898310,Wenyen Gabriel,Minimum Salary,Portland Trail Blazers,$898310,,None,,None,,None,,None,,None
20, ,Moses Brown,Two-Way Contract,Portland Trail Blazers, ,,None,,None,,None,,None,,None
21, ,Jaylen Hoard,Two-Way Contract,Portland Trail Blazers, ,,None,,None,,None,,None,,None
30,$14222145,Andrew Nicholson,,Portland Trail Blazers,$2844429,$2844429,None,$2844429,None,$2844429,None,$2844429,None,,None
39,$2564753,Pau Gasol,,Portland Trail Blazers,$2564753,,None,,None,,None,,None,,None
37,$3826690,Anderson Varejão,,Portland Trail Blazers,$1913345,$1913345,None,,None,,None,,None,,None
30,$333333,Festus Ezeli,,Portland Trail Blazers,$333333,,None,,None,,None,,None,,None
28,$85000000,Harrison Barnes,Bird Rights,Sacramento Kings,$24147727,$22215909,None,$20284091,None,$18352273,None,,None,,None
30,$19269662,Kent Bazemore,Cap Space,Sacramento Kings,$19269662,,None,,None,,None,,None,,None
28,$24600000,Cory Joseph,Cap Space,Sacramento Kings,$12000000,$12600000,None,$12600000,None,,None,,None,,None
21,$17519760,Marvin Bagley,1st Round Pick,Sacramento Kings,$8556120,$8963640,None,$11312114,Team,,None,,None,,None
27,$8529386,Bogdan Bogdanović,Cap space,Sacramento Kings,$8529386,,None,,None,,None,,None,,None
32,$6825000,Nemanja Bjelica,Cap Space,Sacramento Kings,$6825000,$7150000,None,,None,,None,,None,,None
25,$6500000,Jabari Parker,Cap Space,Sacramento Kings,$6500000,$6500000,Player,,None,,None,,None,,None
22,$14492387,De'Aaron Fox,1st Round Pick,Sacramento Kings,$6392760,$8099627,None,,None,,None,,None,,None
27,$90861208,Buddy Hield,1st Round pick,Sacramento Kings,$4861208,$24431818,None,$22477273,None,$20522727,None,$18568182,None,,None
26,$9772350,Richaun Holmes,Room Exception,Sacramento Kings,$4767000,$5005350,None,,None,,None,,None,,None
26,$4160000,Alex Len,Room Exception,Sacramento Kings,$4160000,,None,,None,,None,,None,,None
27,$3150000,Yogi Ferrell,Cap Space,Sacramento Kings,$3150000,,None,,None,,None,,None,,None
22,$2578800,Harry Giles,1st Round Pick,Sacramento Kings,$2578800,,None,,None,,None,,None,,None
23,$2416291,Justin James,Minimum Salary,Sacramento Kings,$898310,$1517981,None,$1782621,None,,None,,None,,None
22, ,DaQuan Jeffries,Two-Way Contract,Sacramento Kings, ,,None,,None,,None,,None,,None
22, ,Kyle Guy,Two-Way Contract,Sacramento Kings, ,,None,,None,,None,,None,,None
35,$2419852,Anthony Tolliver,,Sacramento Kings,$2419852,,None,,None,,None,,None,,None
40,$2133541,Matt Barnes,,Sacramento Kings,$2133541,,None,,None,,None,,None,,None
25,$50752,Eric Mika,,Sacramento Kings,$50752,,None,,None,,None,,None,,None
24,$50000,Tyler Ulis,,Sacramento Kings,$50000,,None,,None,,None,,None,,None
24,$50000,Tyler Lydon,,Sacramento Kings,$50000,,None,,None,,None,,None,,None
29,$50000,Hollis Thompson,,Sacramento Kings,$50000,,None,,None,,None,,None,,None
30,$27739975,DeMar DeRozan,Cap Space,San Antonio Spurs,$27739975,$27739975,Player,,None,,None,,None,,None
34,$50000000,LaMarcus Aldridge,Cap Space,San Antonio Spurs,$26000000,$24000000,None,,None,,None,,None,,None
33,$28000000,Rudy Gay,Early Bird Rights,San Antonio Spurs,$14000000,$14000000,None,,None,,None,,None,,None
31,$25714285,Patty Mills,Bird Rights,San Antonio Spurs,$12428571,$13285714,None,,None,,None,,None,,None
34,$5846154,Marco Belinelli,MLE,San Antonio Spurs,$5846154,,None,,None,,None,,None,,None
24,$5500000,Trey Lyles,MLE,San Antonio Spurs,$5500000,$5500000,None,,None,,None,,None,,None
24,$3754886,Jakob Pöltl,1st Round pick,San Antonio Spurs,$3754886,,None,,None,,None,,None,,None
26,$2875000,Bryn Forbes,Early Bird Rights,San Antonio Spurs,$2875000,,None,,None,,None,,None,,None
21,$5652480,Lonnie Walker,1st Round Pick,San Antonio Spurs,$2760480,$2892000,None,$4447896,Team,,None,,None,,None
20,$5514240,Luka Šamanić,1st Round Pick,San Antonio Spurs,$2689920,$2824320,None,$2959080,Team,$4556983,Team,,None,,None
23,$66321735,Dejounte Murray,1st Round pick,San Antonio Spurs,$2321735,$14285714,None,$15428571,None,$16571429,None,$17714286,None,,None
20,$3998640,Keldon Johnson,1st Round Pick,San Antonio Spurs,$1950600,$2048040,None,$2145720,Team,$3873025,Team,,None,,None
25,$5464364,Derrick White,1st Round Pick,San Antonio Spurs,$1948080,$3516284,None,,None,,None,,None,,None
23,$1416852,Chimezie Metu,MLE,San Antonio Spurs,$1416852,$1663861,None,,None,,None,,None,,None
23, ,Drew Eubanks,Two-Way Contract,San Antonio Spurs, ,,None,,None,,None,,None,,None
23, ,Quinndary Weatherspoon,Two-Way Contract,San Antonio Spurs, ,,None,,None,,None,,None,,None
33,$14262321,DeMarre Carroll,,San Antonio Spurs,$6842307,$6167887,None,$1252127,None,,None,,None,,None
39,$5100000,Pau Gasol,,San Antonio Spurs,$5100000,,None,,None,,None,,None,,None
34,$63296296,Kyle Lowry,Bird Rights,Toronto Raptors,$33296296,$30000000,None,,None,,None,,None,,None
35,$25595700,Marc Gasol,Bird Rights,Toronto Raptors,$25595700,,None,,None,,None,,None,,None
30,$23271604,Serge Ibaka,Cap space,Toronto Raptors,$23271604,,None,,None,,None,,None,,None
27,$20982528,Norman Powell,Cap Space,Toronto Raptors,$10116576,$10865952,None,$11615328,Player,,None,,None,,None
26,$9000000,Fred VanVleet,Bird Rights,Toronto Raptors,$9000000,,None,,None,,None,,None,,None
24,$8000000,Patrick McCaw,MLE,Toronto Raptors,$4000000,$4000000,None,,None,,None,,None,,None
24,$3623000,Stanley Johnson,Bi-annual Exception,Toronto Raptors,$3623000,$3801000,Player,,None,,None,,None,,None
25,$2500000,Rondae Hollis-Jefferson,MLE,Toronto Raptors,$2500000,,None,,None,,None,,None,,None
26,$132271839,Pascal Siakam,1st Round pick,Toronto Raptors,$2351839,$29000000,None,$31320000,None,$33640000,None,$35960000,None,,None
22,$6154015,OG Anunoby,1st Round Pick,Toronto Raptors,$2281800,$3872215,None,,None,,None,,None,,None
27,$1588231,Malcolm Miller,Minimum Salary,Toronto Raptors,$1588231,,None,,None,,None,,None,,None
27,$1588231,Chris Boucher,Minimum Salary,Toronto Raptors,$1588231,,None,,None,,None,,None,,None
23,$898310,Terence Davis,Minimum Salary,Toronto Raptors,$898310,$1517981,None,,None,,None,,None,,None
25,$1623310,Matt Thomas,MLE,Toronto Raptors,$898310,$1517981,None,$1782621,None,,None,,None,,None
23,$898310,Dewan Hernandez,MLE,Toronto Raptors,$898310,$1517981,None,$1782621,None,,None,,None,,None
25, ,Paul Watson,Two-Way Contract,Toronto Raptors, ,,None,,None,,None,,None,,None
21, ,Oshae Brissett,Two-Way Contract,Toronto Raptors, ,,None,,None,,None,,None,,None
30,$1000000,Justin Hamilton,,Toronto Raptors,$1000000,,None,,None,,None,,None,,None
25,$150000,Cameron Payne,,Toronto Raptors,$150000,,None,,None,,None,,None,,None
25,$50000,Isaiah Taylor,,Toronto Raptors,$50000,,None,,None,,None,,None,,None
32,$54938006,Mike Conley,Cap Space,Utah Jazz,$32511623,$34504132,Early Termination,,None,,None,,None,,None
27,$51533708,Rudy Gobert,1st Round Pick,Utah Jazz,$25008427,$26525281,None,,None,,None,,None,,None
31,$73100000,Bojan Bogdanović,Cap Space,Utah Jazz,$17000000,$17850000,None,$18700000,None,$19550000,None,,None,,None
27,$13437500,Jordan Clarkson,Cap Space,Utah Jazz,$13437500,,None,,None,,None,,None,,None
32,$36818183,Joe Ingles,Bird Rights,Utah Jazz,$11954546,$10863637,None,$14000000,None,,None,,None,,None
31,$9772350,Ed Davis,Room Exception,Utah Jazz,$4767000,$5005350,None,,None,,None,,None,,None
23,$8831261,Donovan Mitchell,1st Round Pick,Utah Jazz,$3635760,$5195501,None,,None,,None,,None,,None
22,$5504420,Tony Bradley,1st Round Pick,Utah Jazz,$1962360,$3542060,None,,None,,None,,None,,None
24,$1737145,Emmanuel Mudiay,Minimum Salary,Utah Jazz,$1737145,,None,,None,,None,,None,,None
26,$1678854,Georges Niang,Non-Bird Exception,Utah Jazz,$1678854,$1783557,None,,None,,None,,None,,None
27,$37618520,Royce O'Neale,Cap space,Utah Jazz,$1618520,$8035714,None,$8678571,None,$9321429,None,$9964286,None,,None
25,$1500000,Nigel Williams-Goss,Cap Space,Utah Jazz,$1500000,$1517981,None,$1782621,None,,None,,None,,None
22,$898310,Miye Oni,Minimum Salary,Utah Jazz,$898310,$1517981,None,$1782621,None,,None,,None,,None
23,$746054,Juwan Morgan,Minimum Salary,Utah Jazz,$746054,,None,,None,,None,,None,,None
22,$578574,Rayjon Tucker,Minimum Salary,Utah Jazz,$578573,$1517981,None,,None,,None,,None,,None
22, ,Justin Wright-Foreman,Two-Way Contract,Utah Jazz, ,,None,,None,,None,,None,,None
23, ,Jarrell Brantley,Two-Way Contract,Utah Jazz, ,,None,,None,,None,,None,,None
33,$2564753,Jeff Green,,Utah Jazz,$2564753,,None,,None,,None,,None,,None
28,$250000,Stanton Kidd,,Utah Jazz,$250000,,None,,None,,None,,None,,None
26,$50000,William Howard,,Utah Jazz,$50000,,None,,None,,None,,None,,None
29,$122472000,John Wall,Bird Rights,Washington Wizards,$37800000,$40824000,None,$43848000,None,$46872000,Player,,None,,None
26,$90346924,Bradley Beal,Cap Space,Washington Wizards,$27093019,$28751775,None,$34502130,None,$37262300,Player,,None,,None
33,$15450051,Ian Mahinmi,Cap Space,Washington Wizards,$15450051,,None,,None,,None,,None,,None
22,$25000000,Thomas Bryant,Early Bird Rights,Washington Wizards,$7936508,$8333333,None,$8730159,None,,None,,None,,None
27,$7000000,Dāvis Bertāns,Early Bird Rights,Washington Wizards,$7000000,,None,,None,,None,,None,,None
31,$12000000,Ish Smith,MLE,Washington Wizards,$5853659,$6146341,None,,None,,None,,None,,None
22,$9162000,Rui Hachimura,1st Round Pick,Washington Wizards,$4469160,$4692840,None,$4916160,Team,$6263188,Team,,None,,None
23,$7305240,Jerome Robinson,1st Round Pick,Washington Wizards,$3567720,$3737520,None,$5340916,Team,,None,,None,,None
20,$6592320,Troy Brown,1st Round Pick,Washington Wizards,$3219480,$3372840,None,$5170564,Team,,None,,None,,None
23,$4225440,Moritz Wagner,1st Round Pick,Washington Wizards,$2063520,$2161920,None,$3893618,Team,,None,,None,,None
28,$1882867,Shabazz Napier,Cap Space,Washington Wizards,$1882867,,None,,None,,None,,None,,None
20,$1416852,Isaac Bonga,Cap Space,Washington Wizards,$1416852,$1663861,None,,None,,None,,None,,None
27,$1090781,Gary Payton,Minimum Salary,Washington Wizards,$1090781,,None,,None,,None,,None,,None
23,$4198912,Admiral Schofield,MLE,Washington Wizards,$898310,$1517981,None,$1782621,None,,None,,None,,None
24,$482144,Anžejs Pasečņiks,Minimum Salary,Washington Wizards,$482144,,None,,None,,None,,None,,None
23, ,Garrison Mathews,Two-Way Contract,Washington Wizards, ,,None,,None,,None,,None,,None
25, ,Johnathan Williams,Two-Way Contract,Washington Wizards, ,,None,,None,,None,,None,,None
33,$8730158,C.J. Miles,,Washington Wizards,$8730158,,None,,None,,None,,None,,None
30,$1000000,Jonathon Simmons,,Washington Wizards,$1000000,,None,,None,,None,,None,,None
22,$395866,Justin Robinson,,Washington Wizards,$395866,,None,,None,,None,,None,,None
25,$199000,Jemerrio Jones,,Washington Wizards,$199000,,None,,None,,None,,None,,None
25,$106181,Johnathan Williams,,Washington Wizards,$106181,,None,,None,,None,,None,,None
